frame,step,time_s,time_kappa,energy_eV,n_atoms,surface_sites,surface_area_A2,gamma_eV_A2,gamma_mJ_m2,spherical_surface_area_A2,gamma_spherical_mJ_m2
379,379000,0.0000104586,31.473299881989288,-41760.4,41892,6576,274074.3213591662,0.005677029472458323,90.95603971302071,248580.02791510016,100.28446398910879
380,380000,0.0000104836,31.54853294349367,-41756.6,41888,6596,274907.8807306965,0.005658593692786433,90.66066595882198,248564.20411523577,100.26919054208928
381,381000,0.0000105081,31.622261343767963,-41771,41900,6596,274907.8807306965,0.005651347629142455,90.5445712202334,248611.67400400335,100.12167081672582
382,382000,0.0000105324,31.69538787955022,-41808.9,41940,6589,274616.13495066087,0.0056699508944721986,90.84262839050757,248769.8742486657,100.28083815496066
383,383000,0.0000105561,31.766708821856376,-41831.4,41964,6611,275533.0502593442,0.005659488030681768,90.67499483161004,248864.7702540133,100.39170221925329
384,384000,0.0000105811,31.841941883360757,-41903.2,42050,6666,277825.3385310526,0.005674428431673814,90.91436644533051,249204.6658255015,101.35570516443113
385,385000,0.0000106045,31.91236002892886,-41934.9,42076,6666,277825.3385310526,0.00565709379968715,90.63663502205029,249307.37932194804,101.00444630561213
386,386000,0.0000106299,31.988796819417313,-41960.2,42098,6668,277908.69446820556,0.005646214138793427,90.46232363735263,249394.2742183664,100.80530653484237
387,387000,0.0000106548,32.063728948675674,-42029.6,42174,6700,279242.3894626541,0.005652136135338042,90.55720448225674,249694.3401984357,101.27346155538515
388,388000,0.0000106777,32.13264243301369,-42056.4,42196,6702,279325.7453998071,0.005635943073370171,90.29776302707836,249781.1677541492,100.97834913759156
389,389000,0.0000107011,32.20306057858179,-42083.6,42222,6705,279450.77930553665,0.005632290609142059,90.23924409865033,249883.762685875,100.91662946107795
390,390000,0.0000107262,32.278594572332196,-42117.9,42256,6654,277325.2029081344,0.005678546282436723,90.98034168807682,250017.8935193136,100.91734381142695
391,391000,0.0000107512,32.35382763383657,-42122.3,42254,6639,276700.03337948665,0.005668000761854138,90.81138382136899,250010.00446637245,100.50602970166317
392,392000,0.0000107758,32.427856966356885,-42154.8,42294,6681,278450.5080597003,0.0056641879053847604,90.75029512592866,250167.76188608975,101.01008057100765
393,393000,0.0000108009,32.50339096010729,-42167,42302,6689,278783.9318083124,0.005643323809213505,90.41601545217752,250199.3074009362,100.74581160133484
394,394000,0.0000108262,32.57952681834972,-42199,42336,6704,279409.10133696016,0.005641992306109143,90.39468242055845,250333.35366057255,100.89385458005843
395,395000,0.0000108515,32.65566267659216,-42232.5,42366,6719,280034.2708656079,0.005620540640025304,90.05098883895947,250451.59997477266,100.68756998471997
396,396000,0.0000108748,32.72577988991424,-42297.5,42442,6740,280909.5082057147,0.0056513857794995865,90.54518245634114,250751.03246329664,101.43528592621253
397,397000,0.0000109002,32.802216680402694,-42317.6,42456,6729,280451.05055137305,0.005640570776575604,90.37190700652668,250806.171578407,101.05371849826302
398,398000,0.0000109243,32.87474135169292,-42367.2,42508,6736,280742.79633140867,0.005649555467587834,90.51585762656171,251010.92096734364,101.23732817873147
399,399000,0.0000109491,32.94937254870526,-42391.3,42526,6719,280034.2708656079,0.005644252023562281,90.43088708558705,251081.77630070702,100.85856449579043
400,400000,0.0000109742,33.02490654245567,-42408.9,42544,6714,279825.8810227253,0.005652071903497563,90.55617537471699,251152.62163778508,100.89467269357897
401,401000,0.0000109987,33.09863494272996,-42464.3,42604,6734,280659.4403942556,0.005658943799534862,90.66627528733936,251388.70063834198,101.22310994949747
402,402000,0.0000110232,33.17236334300426,-42489.7,42624,6729,280451.05055137305,0.005646318660196763,90.46399825485439,251467.36900629193,100.89071774165933
403,403000,0.0000110469,33.24368428531041,-42510.4,42646,6742,280992.86414286774,0.005642719806556496,90.40633826273819,251553.8900010504,100.98645632158446
404,404000,0.0000110715,33.31771361783072,-42517.3,42650,6768,282076.4913258571,0.005611243930893666,89.90203913752143,251569.61949238088,100.80411066376784
405,405000,0.0000110954,33.38963642462891,-42602.7,42752,6815,284035.35584895336,0.005643198872933229,90.41401375228754,251970.55554713134,101.9197521476256
406,406000,0.0000111211,33.466976011855415,-42630.8,42764,6718,279992.59289703134,0.0056686356720289785,90.82155620383716,252017.70352046084,100.90308203443838
407,407000,0.0000111453,33.53980161539166,-42641.7,42772,6730,280492.72851994954,0.0056491589224470905,90.50950427297347,252049.1330526587,100.7234482540767
408,408000,0.0000111686,33.609918828713745,-42649.1,42780,6717,279950.91492845485,0.005663207067586046,90.73458037190022,252080.5606254094,100.76631346638824
409,409000,0.0000111937,33.685452822464136,-42669.2,42790,6701,279284.0674312306,0.0056417826283197674,90.39132301201037,252119.8423366195,100.13038290567633
410,410000,0.0000112184,33.75978308723047,-42711.6,42826,6670,277992.0504053586,0.005649384569486708,90.51311953711753,252261.23116768434,99.74552003983071
411,411000,0.0000112433,33.83471521648883,-42733.1,42854,6723,280200.9827399139,0.005631443489492189,90.2256717455581,252371.17287008482,100.17515710674506
412,412000,0.0000112678,33.90844361676313,-42752.3,42872,6717,279950.91492845485,0.005634373441512453,90.27261475221418,252441.83703461257,100.10979713081882
413,413000,0.0000112909,33.97795896559318,-42781.9,42902,6729,280451.05055137305,0.005629388789580581,90.19275182367551,252559.58866964057,100.15320397973731
414,414000,0.0000113159,34.05319202709756,-42791.6,42910,6750,281326.28789147985,0.005606799179067313,89.83082636232031,252590.9844696966,100.05017784697506
415,415000,0.0000113398,34.12511483389575,-42812.7,42934,6768,282076.4913258571,0.005605061210767668,89.80298104031706,252685.16016550746,100.24850602965061
416,416000,0.0000113642,34.19854230192403,-42868.2,42992,6769,282118.16929443367,0.0056200846757419,90.04368348575139,252912.67901619914,100.44161977304643
417,417000,0.0000113885,34.27166883770629,-42906.4,43034,6773,282284.8811687397,0.005635285862331057,90.2872333453736,253077.37017936906,100.70723003755452
418,418000,0.0000114118,34.34178605102837,-42929.3,43050,6767,282034.8133572806,0.0056177461964345855,90.00621691669868,253140.09557552397,100.27999132805289
419,419000,0.0000114352,34.41220419659648,-42971.6,43094,6774,282326.55913731625,0.00562326125055716,90.09457782520302,253312.55036051798,100.41386468265277
420,420000,0.0000114596,34.48563166462475,-42991.9,43116,6786,282826.69476023444,0.005621972852838227,90.07393541799729,253398.75574170877,100.53448511912254
421,421000,0.0000114837,34.55815633591497,-43004.4,43126,6786,282826.69476023444,0.005614335667098618,89.95157421258209,253437.93515871072,100.38239305845342
422,422000,0.0000115087,34.63338939741936,-43047.9,43174,6805,283618.5761631882,0.005620280665547237,90.04682358861753,253625.9542246415,100.69534079150725
423,423000,0.0000115336,34.70832152667772,-43076.3,43198,6797,283285.1524145761,0.005614244115669251,89.95010739697267,253719.93762650422,100.43172058937566
424,424000,0.0000115581,34.78204992695202,-43118.4,43244,6801,283451.8642888822,0.0056302187463248814,90.20604919670498,253900.02384579772,100.7052792971364
425,425000,0.0000115834,34.85818578519445,-43161.7,43288,6804,283576.8981946117,0.0056354802177971276,90.29034726323789,254072.2204884338,100.77550613208001
426,426000,0.0000116069,34.928904863008576,-43209.9,43334,6820,284243.74569183594,0.005620021633587277,90.04267343908045,254252.18188184552,100.66409885255155
427,427000,0.000011632,35.004438856758966,-43215.7,43330,6773,282284.8811687397,0.005623822265745228,90.10356627945943,254236.5355937236,100.04413583074637
428,428000,0.0000116563,35.07756539254123,-43262.8,43384,6790,282993.4066345405,0.005640611980975997,90.37256717380195,254447.71988359955,100.51118030266731
429,429000,0.00001168,35.14888633484738,-43278.4,43396,6787,282868.37272881094,0.005631820852334335,90.23171776484035,254494.63782409366,100.29169726675217
430,430000,0.0000117037,35.220207277153534,-43271.8,43380,6747,281201.2539857503,0.005629846871451786,90.20009110438053,254432.0796088407,99.69017573246057
431,431000,0.0000117291,35.29664406764199,-43301.4,43410,6746,281159.5760171738,0.005635731930052469,90.29438013817789,254549.3699558453,99.7336180434755
432,432000,0.0000117536,35.37037246791629,-43367.4,43502,6832,284743.88131475414,0.005667085777398178,90.79672415421085,254908.8919997945,101.4237339604298
433,433000,0.0000117774,35.441994342468455,-43381.5,43498,6805,283618.5761631882,0.005625273286337995,90.12681419235128,254893.26588000671,100.28369571517932
434,434000,0.0000118011,35.51331528477461,-43411.8,43530,6799,283368.50835172914,0.005640076271341422,90.3639841592107,255018.26143149592,100.40970107857665
435,435000,0.0000118246,35.58403436258873,-43444.2,43572,6845,285285.6949062488,0.0056408296270475155,90.37605424830464,255182.27162116516,101.03756532659517
436,436000,0.0000118501,35.6607720853232,-43456.2,43574,6826,284493.81350329507,0.005621619606787979,90.06827579231968,255190.08031541755,100.41090634930707
437,437000,0.0000118747,35.734801417843514,-43505.2,43624,6806,283660.25413176476,0.005647657635023626,90.48545099666553,255385.25886319258,100.50355349088933
438,438000,0.0000118992,35.808529818117805,-43546.3,43670,6829,284618.8474090246,0.0056513474586890435,90.54456848926866,255564.75727813606,100.83820240721373
439,439000,0.0000119235,35.88165635390007,-43543.9,43662,6819,284202.06772325945,0.005638973751452551,90.346319843166,255533.54469151568,100.48234935891472
440,440000,0.0000119473,35.95327822845224,-43572.4,43688,6822,284327.101628989,0.0056308103969951164,90.2155284854984,255634.97863026336,100.34119694280598
441,441000,0.0000119706,36.023395441774326,-43600,43716,6814,283993.67788037687,0.005642181938553365,90.39772066727025,255744.19267896275,100.38304641594631
442,442000,0.0000119938,36.09321172285039,-43661.2,43780,6811,283868.64397464733,0.0056621963507303,90.71838690260157,255993.73727347355,100.59662297948483
443,443000,0.000012017,36.163028003926456,-43691.7,43808,6814,283993.67788037687,0.005654252629794047,90.59111446189074,256102.8747916205,100.45691131053375
444,444000,0.0000120394,36.23043682703438,-43711.5,43824,6818,284160.3897546829,0.005639477062174159,90.35438376994404,256165.22864794105,100.22881342493966
445,445000,0.0000120623,36.2993503113724,-43755.3,43872,6823,284368.7795975655,0.005655852946572084,90.61675436337843,256352.24470405714,100.52018806839207
446,446000,0.0000120864,36.371874982662625,-43790.5,43908,6840,285077.30506336625,0.0056488958307012675,90.5052890784959,256492.4619898172,100.59166536248084
447,447000,0.0000121094,36.44108939924665,-43804.7,43920,6846,285327.3728748254,0.0056376644967242396,90.32534326982946,256539.1925683418,100.46142517709653
448,448000,0.0000121322,36.509701951338656,-43848.7,43974,6870,286327.6441206617,0.005659306857975415,90.67209212484167,256749.42752880702,101.11775817955666
449,449000,0.000012155,36.57831450343065,-43863.7,43976,6876,286577.71193212084,0.005609242914120113,89.86997931433314,256757.2123556394,100.30772965245954
450,450000,0.0000121791,36.65083917472087,-43877.3,43988,6865,286119.25427777914,0.0056140646810176964,89.94723253691217,256803.91883856096,100.21511826690595
451,451000,0.0000122032,36.7233638460111,-43892.2,44002,6862,285994.2203720496,0.005615036548329299,89.96280356789215,256858.40436766358,100.1674129846857
452,452000,0.0000122268,36.794383856071235,-43902.5,44008,6847,285369.05084340187,0.005612984292676459,89.9299228073524,256881.753539728,99.90283996557044
453,453000,0.0000122512,36.86781132409951,-43958.4,44074,6876,286577.71193212084,0.005632384978990702,90.24075607031483,257138.52444164583,100.57220890494874
454,454000,0.0000122738,36.93582201169947,-43961.1,44066,6861,285952.5424034731,0.005606328891239572,89.8232915206317,257107.40752566367,99.90065562311403
455,455000,0.0000122974,37.00684202175961,-44025.2,44152,6898,287494.62724080414,0.00566260321322952,90.72490555849657,257441.8157793989,101.3157976144307
456,456000,0.0000123206,37.076658302835675,-44054.5,44170,6889,287119.52552361554,0.005632776095776105,90.24702245206221,257511.78071684917,100.62328874517299
457,457000,0.0000123439,37.14677551615776,-44074.5,44190,6905,287786.37302083976,0.005622086907787104,90.07576277973811,257589.50839060717,100.6352208575108
458,458000,0.0000123681,37.219601119694,-44085.4,44196,6904,287744.69505226327,0.0056065812080635736,89.8273340818295,257612.82440595972,100.33405329232454
459,459000,0.0000123927,37.293630452214316,-44119.5,44228,6897,287452.94927222765,0.005608750941960743,89.86209705134992,257737.1586731156,100.22274226262788
460,460000,0.0000124163,37.36465046227445,-44104.6,44206,6863,286035.8983406261,0.005609100148993873,89.86769196483903,257651.68208698602,99.76797277140608
461,461000,0.0000124403,37.43687420131866,-44147.8,44256,6889,287119.52552361554,0.005617535056379626,90.00283408007309,257845.92656075067,100.22097832428928
462,462000,0.0000124639,37.50789421137879,-44153.7,44260,6871,286369.32208923827,0.005626091469036421,90.13992292436889,257861.46295762697,100.1053368927387
463,463000,0.000012487,37.57740956020884,-44186.7,44292,6880,286744.4238064269,0.0056190386498594916,90.02692430347784,257985.73728839346,100.06258023329472
464,464000,0.0000125117,37.651739824975174,-44216.6,44332,6902,287661.3391151102,0.005640966578934922,90.37824845944449,258141.03812334637,100.71365702922171
465,465000,0.0000125357,37.72396356401938,-44246.5,44352,6904,287744.69505226327,0.005607290169874185,89.8386929023031,258218.67102428467,100.11130175259852
466,466000,0.000012559,37.79408077734146,-44314.5,44444,6951,289703.5595753595,0.005663016368886678,90.7315250418976,258575.63218880488,101.65399402812186
467,467000,0.0000125823,37.86419799066355,-44317.7,44424,6926,288661.6103609466,0.005600730897255242,89.73360176904204,258498.05290418156,100.20441430458663
468,468000,0.000012607,37.93852825542988,-44349.5,44452,6894,287327.9153664981,0.005616815887664273,89.99131172695667,258606.66064414495,99.98588565042273
469,469000,0.0000126293,38.005636146291785,-44356.9,44458,6891,287202.8814607686,0.005615096867404817,89.96376998602594,258629.93076412453,99.90279891705605
470,470000,0.000012654,38.079966411058116,-44409.7,44528,6935,289036.7120781352,0.005647213422351557,90.47833392502838,258901.33819884312,101.0097527263946
471,471000,0.0000126773,38.1500836243802,-44470.6,44588,6954,289828.59348108905,0.005635717236803886,90.2941447263823,259133.85996447434,100.98960039113761
472,472000,0.0000127006,38.220200837702286,-44510.7,44634,6977,290787.1867583489,0.005642807093022285,90.4077367460977,259312.05602455986,101.3813697389266
473,473000,0.0000127231,38.28791059305623,-44554.1,44672,6969,290453.7630097368,0.005635141314885053,90.28491743996868,259459.21529695787,101.07019703828489
474,474000,0.0000127454,38.35501848391814,-44599.2,44722,6987,291203.96644411405,0.005643288517209761,90.41545001193985,259652.782362508,101.40210103563356
475,475000,0.0000127691,38.42633942622429,-44644.9,44768,7005,291954.1698784913,0.005635172125422021,90.2854110791928,259830.80036060465,101.44756590512598
476,476000,0.0000127919,38.49495197831629,-44705.7,44834,7041,293454.5767472459,0.005631726784835408,90.23021063735236,260086.11102777263,101.80654463925468
477,477000,0.0000128157,38.56657385286846,-44718,44844,7031,293037.79706148076,0.005633048079643049,90.25138011402665,260124.7835298174,101.67068762727541
478,478000,0.0000128402,38.64030225314276,-44762.6,44886,7039,293371.22081009287,0.005622651040702409,90.08480118549183,260287.17665894356,101.53511379030186
479,479000,0.0000128638,38.711322263202895,-44814.4,44942,7048,293746.3225272815,0.005636250986073984,90.30269633247197,260503.62206444071,101.82616560855234
480,480000,0.0000128871,38.78143947652498,-44875.1,45008,7077,294954.98361600045,0.005638731645115298,90.3424408720011,260758.60305601332,102.19012088167447
481,481000,0.0000129097,38.84945016412494,-44911.6,45038,7066,294496.5259616588,0.005628901714839997,90.18494802599173,260874.46230041696,101.80817874423607
482,482000,0.0000129323,38.9174608517249,-44896.6,45012,7034,293162.8309672103,0.005613972257567963,89.94575174999619,260774.05244224414,101.11723528299622
483,483000,0.0000129554,38.98697620055495,-44921.9,45036,7023,292704.3733128686,0.005621111776971406,90.06013946165807,260866.73915128032,101.05158199684112
484,484000,0.0000129782,39.05558875264695,-44963.3,45078,7048,293746.3225272815,0.005608077016341208,89.8512995725432,261028.90128502276,101.11328168566314
485,485000,0.0000130007,39.12329850800089,-44957.6,45074,7072,294746.5937731179,0.005594351333774066,89.63138989359543,261013.45944277348,101.2152665333326
486,486000,0.0000130254,39.197628772767224,-44987.5,45102,7072,294746.5937731179,0.00559113501161791,89.57985873153534,261121.54274891852,101.11520464316989
487,487000,0.0000130482,39.266241324859216,-44998.8,45110,7091,295538.47517607163,0.005565908124212918,89.17567943604708,261152.41958499906,100.91748093010347
488,488000,0.0000130706,39.33365014796714,-45013.9,45122,7070,294663.2378359648,0.005573304671667992,89.294185191095,261198.73141696226,100.7344621683091
489,489000,0.0000130935,39.40256363230515,-45070.1,45186,7113,296455.390484755,0.005573263475824591,89.29352516091784,261445.65855571153,101.25066530297485
490,490000,0.0000131159,39.46997245541308,-45104.2,45216,7120,296747.1362647906,0.005557404936600496,89.03944335097566,261561.36551678283,101.01721168494866
491,491000,0.0000131397,39.54159432996526,-45145.3,45258,7134,297330.62782486185,0.005554328567095269,88.99015447758741,261723.31228119117,101.09721702064071
492,492000,0.0000131624,39.609905949811235,-45172.4,45280,7124,296913.8481390967,0.0055474677598343885,88.88023222674981,261808.1215448529,100.79814032590946
493,493000,0.0000131872,39.68453714682358,-45228.6,45340,7129,297122.23798197927,0.0055632321943545,89.13280631311326,262039.34975665095,101.06626700898504
494,494000,0.0000132106,39.754955292391685,-45261.4,45372,7117,296622.1023590611,0.005573583313082795,89.2986495187356,262162.62976173044,101.03634214436359
495,495000,0.0000132333,39.82326691223766,-45270,45370,7080,295080.01752173,0.005566557890959324,89.1860898470335,262154.92561068793,100.38732971906555
496,496000,0.0000132567,39.89368505780576,-45292.3,45392,7063,294371.4920559292,0.005581477977112779,89.42513598115681,262239.66504730977,100.38226178075858
497,497000,0.0000132798,39.96320040663581,-45320.3,45420,7060,294246.4581501997,0.005587085093003286,89.51497188179582,262347.4954423552,100.39914192137054
498,498000,0.0000133041,40.03632694241807,-45350.9,45448,7049,293788.000495858,0.00559019428032479,89.56478655456824,262455.3036816609,100.25729786211801
499,499000,0.0000133266,40.10403669777202,-45384.6,45486,7069,294621.55986738834,0.005593358479066335,89.6154826074586,262601.5794582648,100.54262936478045
500,500000,0.0000133493,40.172348317617995,-45393.4,45492,7068,294579.8818988118,0.005585337292535041,89.48696903108464,262624.6719092657,100.37541628140343
501,501000,0.0000133722,40.241261801956014,-45434.2,45538,7075,294871.6276788474,0.005602749959380093,89.76595071063235,262801.68031928036,100.72017790763503
502,502000,0.0000133941,40.307165963833846,-45453.2,45546,7049,293788.000495858,0.005586899387414368,89.51199655024215,262832.45830527873,100.05442499930238
503,503000,0.000013418,40.37908877063204,-45463.6,45554,7035,293204.5089357868,0.00559075986228781,89.57384817662587,262863.2344893136,99.91300692598006
504,504000,0.0000134416,40.450108780692176,-45501.4,45594,7061,294288.1361187762,0.005582270565392283,89.43783464537485,263017.0883947974,100.07142051842173
505,505000,0.0000134647,40.51962412952222,-45554.5,45666,7118,296663.78032763756,0.00560952873371366,89.87455864907635,263293.9120956035,101.26525946574736
506,506000,0.0000134879,40.58944041059829,-45577.7,45680,7096,295746.8650189542,0.0055974219706231235,89.68058691970603,263347.72202641435,100.71380997896993
507,507000,0.0000135116,40.660761352904444,-45590.6,45686,7087,295371.7633017656,0.005581860573163821,89.43126584568923,263370.78174246586,100.2976507583148
508,508000,0.0000135356,40.73298509194865,-45614.1,45710,7092,295580.1531446482,0.005582377512310578,89.43954812391055,263463.0105137878,100.34256907677032
509,509000,0.0000135582,40.800995779548614,-45622.8,45712,7070,294663.2378359648,0.005577241369060295,89.35725803686574,263470.6955160275,99.93634747772138
510,510000,0.0000135819,40.872316721854766,-45644,45732,7062,294329.8140873527,0.005581792673957298,89.43017798046763,263547.53937522875,99.87559633904876
511,511000,0.000013605,40.94183207068482,-45656.5,45746,7081,295121.69549030653,0.0055735109452636905,89.29749005844738,263601.32341154374,99.9753200325689
512,512000,0.0000136282,41.01164835176088,-45684.5,45776,7069,294621.55986738834,0.005593222711677057,89.613307374071,263716.55644630047,100.11511131194627
513,513000,0.0000136527,41.08537675203518,-45702.5,45794,7096,295746.8650189542,0.0055740100571965425,89.30548671321304,263785.68418390944,100.1260466660143
514,514000,0.0000136768,41.1579014233254,-45732.2,45820,7073,294788.27174169436,0.005582583018913385,89.44284070268206,263885.51937283325,99.91719323241405
515,515000,0.0000137013,41.2316298235997,-45748.2,45838,7094,295663.5090818012,0.005574891555332141,89.31960987037074,263954.6249803905,100.04957968080015
516,516000,0.0000137247,41.302047969167795,-45760,45850,7085,295288.40736461256,0.005584032284626715,89.4660604993056,264000.69036011427,100.06902058471795
517,517000,0.0000137472,41.36975772452174,-45774.1,45856,7049,293788.000495858,0.00558567401401793,89.49236390400516,264023.72154290805,99.58113800290683
518,518000,0.0000137716,41.443185192550025,-45789.4,45874,7082,295163.373458883,0.005570867349600394,89.25513498643261,264092.8090651199,99.7560169638217
519,519000,0.0000137958,41.51601079608626,-45835.8,45926,7102,295996.93283041334,0.005580071334544222,89.4025990825995,264292.3445017073,100.12736148453075
520,520000,0.0000138184,41.58402148368622,-45877.9,45966,7102,295996.93283041334,0.005577571308638812,89.36254425169908,264445.7820574211,100.02443148320474
521,521000,0.0000138408,41.65143030679415,-45912,46004,7126,296997.2040762497,0.0055762679825592226,89.34166266578706,264591.5065154061,100.28373309752193
522,522000,0.0000138634,41.71944099439411,-45956.1,46056,7158,298330.8990706982,0.005583746119456581,89.46147562781506,264790.85392919113,100.79321872414246
523,523000,0.0000138872,41.791062868946284,-45971,46056,7110,296330.35657902545,0.005571160575847851,89.25983298885411,264790.85392919113,99.89166070231646
524,524000,0.0000139095,41.85817075980819,-46031.2,46118,7123,296872.17017052014,0.005574156712127982,89.30783638425717,265028.4393577362,100.03836292014239
525,525000,0.0000139323,41.92678331190019,-46042.3,46122,7099,295871.8989246838,0.005569464372888853,89.23265682137983,265043.7637926404,99.61160844550831
526,526000,0.0000139552,41.99569679623821,-46072.5,46160,7129,297122.23798197927,0.005576627354632733,89.34742044117796,265189.3238365824,100.10623782033834
527,527000,0.0000139782,42.06491121282223,-46107.2,46188,7126,296997.2040762497,0.005559621361203399,89.07495438807359,265296.55304786755,99.71864354266238
528,528000,0.0000140012,42.13412562940627,-46152.8,46250,7165,298622.6448507338,0.005591337525104953,89.58310335530544,265533.9120818857,100.74624008721071
529,529000,0.0000140233,42.20063165577614,-46199.6,46294,7141,297622.3736048974,0.005605747914015517,89.81398323929903,265702.29608760506,100.60376318982675
530,530000,0.0000140474,42.27315632706637,-46228.4,46320,7139,297539.0176677444,0.005600878879895094,89.73597271232013,265801.77065183164,100.45062192327146
531,531000,0.0000140697,42.34026421792827,-46274.8,46372,7161,298455.9329764277,0.005608358940320345,89.85581649266257,266000.6639630966,100.81930302398366
532,532000,0.000014094,42.41339075371053,-46317.4,46420,7183,299372.8482851111,0.005614670834808615,89.95694419131637,266184.1918127896,101.17305021824815
533,533000,0.0000141162,42.48019771232643,-46375.5,46478,7211,300539.8314052535,0.005599098103342403,89.70744152648915,266405.8702545912,101.20144622339848
534,534000,0.000014138,42.54580094195825,-46356.8,46450,7201,300123.05171948834,0.005572714226440731,89.28472521562725,266298.8645955393,100.62530399575297
535,535000,0.0000141592,42.60959857811396,-46372,46458,7161,298455.9329764277,0.005580629553548022,89.41154273704493,266329.4398344228,100.19697943658358
536,536000,0.0000141823,42.67911392694401,-46395.6,46488,7190,299664.5940651467,0.005582881772266694,89.44762725910206,266444.0813534697,100.60004627061055
537,537000,0.0000142053,42.748328343528044,-46421.8,46502,7156,298247.54313354514,0.005570097854104156,89.2428063093922,266497.57228928583,99.87501010037958
538,538000,0.0000142285,42.81814462460411,-46457.6,46538,7135,297372.30579343834,0.0055912805853378525,89.5821910796615,266635.09576723183,99.90906351894117
539,539000,0.0000142517,42.887960905680174,-46517.1,46612,7187,299539.56015941716,0.005607633259213084,89.84418979952468,266917.6716083496,100.82468100844535
540,540000,0.0000142749,42.95777718675624,-46579.4,46678,7193,299789.62797087623,0.005622782920841273,90.08691413826159,267169.5725722482,101.0860713461314
541,541000,0.0000142974,43.025486942110184,-46603.3,46688,7172,298914.3906307694,0.005593882571098523,89.62387948753897,267207.7290248278,100.25857942340446
542,542000,0.0000143188,43.08988644275794,-46645,46738,7221,300956.61109101865,0.00558915118661835,89.54807435093294,267398.47044150066,100.7862346478129
543,543000,0.0000143424,43.160906452818075,-46653.7,46736,7180,299247.81437938154,0.0055850833980733115,89.4829011933438,267390.8420911918,100.14390319808328
544,544000,0.0000143654,43.23012086940211,-46686.5,46776,7214,300664.8653109831,0.0055872308134921715,89.51730658141969,267543.3884306698,100.599417104561
545,545000,0.0000143888,43.30053901497021,-46684.1,46762,7136,297413.98376201483,0.005607698666026927,89.84523773221312,267490.00215985405,99.89618251232427
546,546000,0.000014412,43.37035529604628,-46711.2,46788,7145,297789.0854792035,0.0055999097391917765,89.72044536642099,267589.1438523202,99.846238116441
547,547000,0.0000144343,43.43746318690818,-46708.9,46788,7170,298831.0346936164,0.005588080909039773,89.53092661365004,267589.1438523202,99.9839494676992
548,548000,0.0000144576,43.50758040023027,-46711.3,46784,7126,296997.2040762497,0.0056005779757204634,89.73115169594345,267573.8924797868,99.59828638457407
549,549000,0.0000144798,43.57438735884616,-46734,46806,7142,297664.05157347396,0.005588192431054832,89.53271339331708,267657.769651047,99.56994804136127
550,550000,0.0000145026,43.64299991093816,-46745.8,46816,7158,298330.8990706982,0.005570807466397069,89.25417555174124,267695.8912935439,99.46838671859388
551,551000,0.0000145243,43.70830220832396,-46771.8,46844,7164,298580.9668821573,0.005576028563994485,89.33782675748537,267802.61745549936,99.60535466698025
552,552000,0.0000145478,43.77902128613808,-46780.5,46852,7151,298039.15329066257,0.005584729327078476,89.47722835059679,267833.1067385662,99.56841296112687
553,553000,0.0000145708,43.848235702722114,-46786.3,46852,7138,297497.3396991679,0.005575404478161918,89.32782780009988,267833.1067385662,99.22145717995545
554,554000,0.0000145935,43.91654732256809,-46844.8,46922,7159,298372.57703927474,0.00560556877108662,89.81111305315078,268099.81398735597,99.95222618728874
555,555000,0.0000146159,43.98395614567602,-46872.2,46944,7152,298080.8312592391,0.005595448700790319,89.64897165151906,268183.6088681636,99.64307701056164
556,556000,0.0000146394,44.054675223490136,-46886.4,46960,7196,299914.66187660577,0.0055690508411595655,89.22603131263901,268244.54237803246,99.76044535515238
557,557000,0.0000146625,44.12419057232019,-46901.5,46974,7210,300498.153436677,0.005556160598344025,89.01950685418255,268297.85352254886,99.70335982310522
558,558000,0.0000146844,44.19009473419803,-46904.6,46974,7193,299789.62797087623,0.005558951493017967,89.06422191652801,268297.85352254886,99.51823916335384
559,559000,0.0000147077,44.26021194752011,-46926.9,47000,7202,300164.7296880649,0.005567276347679581,89.19760079273084,268396.8458848504,99.75517276481239
560,560000,0.000014732,44.33333848330237,-46960.3,47036,7200,300081.37375091185,0.0055815660234556945,89.42654663909009,268533.8821031228,99.93242102295618
561,561000,0.0000147554,44.40375662887047,-46985.7,47062,7197,299956.3398451823,0.005588840032070182,89.54308910546656,268632.83096308564,99.98412022169256
562,562000,0.0000147785,44.47327197770052,-47013,47090,7212,300581.50937383005,0.005582712002131241,89.44490724166032,268739.3708977908,100.0429715031438
563,563000,0.0000148013,44.54188452979252,-47034,47108,7215,300706.5432795596,0.005572449411059762,89.28048240547012,268807.8497050994,99.87515348206423
564,564000,0.0000148244,44.611399878622564,-47056.2,47126,7194,299831.3059394528,0.005576749214899058,89.34937285789115,268876.31979102956,99.63591873644195
565,565000,0.0000148468,44.67880870173049,-47099.7,47184,7216,300748.2212481361,0.0056145169969495515,89.9544794370842,269096.8863491292,100.53497850177801
566,566000,0.000014869,44.74561566034638,-47134.5,47214,7231,301373.3907767838,0.005590327651879026,89.56692340244662,269210.9370352565,100.26742488439365
567,567000,0.0000148921,44.81513100917643,-47137.3,47206,7198,299998.0178137588,0.005579050195721783,89.38623863498567,269180.5258814822,99.61974151922877
568,568000,0.0000149138,44.88043330656223,-47183.4,47266,7253,302290.30608546716,0.005589474640719321,89.55325665696041,269408.5676859527,100.48337214479197
569,569000,0.0000149364,44.9484439941622,-47182.8,47250,7220,300914.93312244216,0.00556203702698586,89.11365762079573,269347.76597771014,99.55764892246064
